ph,temperature,turbidity,fish
6.805141896241695,21.053584231412557,3.516513831186079,silverCup
5.389434063272259,17.646016850244656,5.133534985679516,katla
7.565012563797896,18.48768306038645,4.03570935747055,pangas
7.94219736246424,21.63328496943782,3.9005175655678865,tilapia
8.641770716536257,17.203559276768598,3.532202633622446,shrimp
6.719703821247286,16.717791985685814,3.6004879267551377,rui
7.544139959832888,23.486219160243337,7.196914685540046,shrimp
7.2527545600805015,29.824585544613054,7.705848038411831,prawn
6.523606630049201,20.227061934842325,3.698629321219675,pangas
7.455159731458817,23.962266478484576,3.4771965286017386,rui
7.535386288742706,22.575663525939724,3.597541534783593,karpio
8.914896788953675,18.135106154984708,3.613279931963902,tilapia
6.2502176894016594,21.42161066435274,3.23262298865244,katla
7.150280110482638,5.777816403389728,9.319116921506813,sing
7.3087423661808195,19.04648607575167,14.802727099933296,sing
7.11821371249242,20.587670685124063,3.5441825637906312,karpio
6.095123424355742,21.199135175245413,3.6035615193259534,rui
8.334389208992254,32.43443961169879,6.942000752194349,tilapia
8.797260121861004,17.486002124958247,3.4524765598704468,tilapia
7.029795193436161,21.605303603827345,3.5943977176361313,rui
7.6761327312201715,17.704822544689225,3.9164470667108953,sing
8.323810684668457,31.15908876236972,3.4305701747767894,pangas
8.240440074657586,22.11523377088639,3.5881978811880866,silverCup
8.809897174713067,29.701710991600134,6.882266901217033,silverCup
7.07550183110869,22.213219707267143,3.8357324616158532,pangas
8.425126297317972,32.00192029157337,3.813888381897815,rui
7.875761001412686,21.688811800111626,3.338246490988969,katla
7.054849261184852,21.038080296471776,3.135459863384671,tilapia
6.851323492172833,33.5340365134996,8.983485497080977,sing
7.433921965616485,30.69582974494165,6.041655883811892,sing
9.006036482867795,18.676548856434355,3.6351496848230926,shrimp
7.073607253507483,20.90805459876183,3.6440547746524805,katla
8.301991226127752,16.7122189017363,3.6869314014970893,tilapia
7.8797624166802285,21.345669147571545,3.9019977934279058,katla
8.107132339922853,17.424285474315862,3.3187674775146476,karpio
6.902841789648456,29.922030022401742,3.867121437413207,silverCup
6.538883506104669,21.583400046005245,3.312538523624586,katla
6.537214990962401,21.49421762170098,3.5636579468983696,tilapia
7.238863641231716,24.62957717364937,7.248091626838319,rui
7.5762336167639575,26.039734883388977,10.012576727912423,rui
7.584709082817043,23.996992272805926,6.583413685792254,silverCup
8.662784047034682,27.237733325210005,2.521568642623799,rui
7.269082095373345,8.562232665871711,6.528042977115369,pangas
7.218954633885618,21.525915036139857,3.8627022388276746,silverCup
6.467137795133217,28.56682629598408,6.7990736713190625,shrimp
7.896255048395616,17.0264272082767,3.5871070150747815,magur
6.522016988392513,20.846326679008193,3.4613686548431044,tilapia
6.138713453893743,26.435796382747764,3.902270177517755,sing
8.138529211374,20.97522647992776,3.428859959628579,tilapia
8.423733190941482,17.368172620609645,3.777918105204042,tilapia
8.093529244021063,31.523373031310705,14.57053990452653,tilapia
8.137116158278214,30.963776045795818,5.560679002422334,tilapia
6.978615113783308,20.900335976985048,3.596375017543023,silverCup
5.980378067157085,20.909171790389184,3.485988552859674,tilapia
7.481337830466881,20.874271279413065,3.5427510684715604,pangas
7.342331296780109,19.903600690651743,3.2678635219892014,shrimp
8.474378811600307,31.51420420461384,3.376552155168558,rui
6.819288403746108,20.343608803173908,3.489929535752078,silverCup
8.648802924631417,18.591619977785246,3.9724816668488776,sing
7.63353010742585,23.41736209466467,7.353450769107919,sing
8.798779371306788,17.733359847355647,3.7177007223421827,silverCup
6.08046726440937,29.22764438207491,3.7078377178181596,rui
7.597756574073754,30.101817873866928,6.103638815346582,tilapia
8.672968799090919,17.76428364763912,3.8078436690510835,shrimp
6.066198208130915,22.0411412540207,4.184514319957276,pangas
6.856514971094356,21.011959214132762,3.3655138774888966,tilapia
5.987193496148166,21.24697876642066,5.755193058892057,tilapia
7.794428505850891,17.69050231811483,3.7043737520925504,koi
8.252596859307321,18.72005019948817,3.452118031505391,katla
7.100199478203827,22.73911881463171,5.479820548822586,tilapia
8.737343102633599,17.925623046415033,3.467457652859248,silverCup
7.9818640935228515,23.948488262288926,5.759005298240658,tilapia
8.065825138983486,29.78051381653156,8.063158110340519,katla
7.935738483814644,21.373019876283113,3.675571457626007,sing
7.299291955963669,30.597334650855423,8.37872352475316,silverCup
7.6389506168839665,28.394045549481795,5.762672575452731,tilapia
7.2345747488043814,20.985684375631475,3.3650487311746593,sing
8.33006874950322,17.89275181393024,3.4063868979379093,rui
8.763909093749731,17.34371458586287,3.4603891687725916,pangas
7.061502541652293,21.181600400775547,3.4662347872631067,shrimp
6.525604414314541,20.39285425521683,5.184119509314598,karpio
6.9549873978388295,21.69779422441409,3.017186168156722,tilapia
7.856396170937853,20.18123694906668,3.4981123496632507,rui
8.726591527031482,18.548381062228096,3.756350963731378,pangas
6.275889838612137,27.87237979374717,4.047051035793077,sing
6.848979163726969,20.71771907327184,3.6104728372585395,koi
7.0693385717441934,21.281715344542945,4.01932700999156,tilapia
6.899548391689618,21.7174429574175,3.1052767663450984,rui
7.937921237922738,20.59902246854042,3.684188936794179,pangas
7.349433823440676,20.833401233153694,8.061628526260082,pangas
7.476099313658375,20.65922662617755,3.413529484545873,karpio
8.128682347142675,17.99979202968457,3.7156356483243056,pangas
8.505839708798701,17.155756059437618,3.4790482362155823,pangas
6.976002453456439,21.08476490194651,3.724268077691554,sing
8.686366887034904,17.437902290313005,3.071141675732303,rui
7.875226354275937,29.03551726469209,4.906330189691889,silverCup
7.94510540381202,24.960868064704805,3.864938872278029,tilapia
7.471034918604008,20.297133939281796,3.5319264824523335,silverCup
6.594727526143188,17.729834896094694,3.9529713258564234,tilapia
8.387597003791194,17.361886376587364,3.838947844667913,karpio
8.090890328935856,16.962549928636538,3.6544708619202133,pangas
6.47705332022023,20.367514480723074,3.3469846111219974,katla
7.519746772909168,18.315589733387664,3.4915961032846403,katla
8.187890512375706,17.38022517795839,3.6634419231650766,silverCup
8.084641278174432,21.580990605364835,3.7236458426048458,pangas
7.853815073954788,21.01291277961726,3.1634852032995204,pangas
8.706621167879685,18.20350417583963,3.543286321208837,tilapia
7.220608946139478,24.354255597797128,3.7522538657835125,rui
7.725507257810221,18.201803895475962,3.4688552449137484,pangas
6.829827774478359,21.691256805599956,3.5123672522199185,koi
8.188548096595,18.563724388926737,3.632575013979587,katla
8.534316997487108,32.11850093861962,6.9991201995743255,rui
6.4912565146543555,20.94390561025182,3.7521235424520785,shrimp
8.563324904088914,17.66932164470387,3.389611492020321,tilapia
6.893046562352421,21.53501712667145,3.5000846960480887,magur
7.961388380485323,18.49559827722795,3.741895378369448,rui
7.000938576979414,28.998809121964467,5.880057868409239,tilapia
7.90955753529118,17.70452486121799,3.4451305012963758,rui
7.354012873492823,21.616585911053598,3.7675950724192546,pangas
8.700757288988111,17.90264876932889,3.4621789271361583,pangas
7.388861058195138,9.054690674611843,6.34151746665284,rui
7.698597337891672,20.81918520374798,3.796723165041097,pangas
8.10871368219033,17.460163470946416,3.621527082094513,karpio
8.717837480065283,18.313304604148083,3.201145198111809,shrimp
8.052391202838237,26.528033540583962,6.057386509186005,rui
7.254346198813795,18.524733722341836,5.522386391146647,tilapia
7.16691534882116,22.840584966674136,7.846458667384672,magur
8.024195579804866,25.334580728879367,3.2879859654089922,katla
7.4228181685432295,19.613008671502612,3.6694848336164863,sing
6.322590358277014,18.87381789325271,6.039798858734933,karpio
8.752298791611892,17.29464127341996,3.555995400608135,rui
6.401792273759692,21.39435787936087,3.7693460634109663,silverCup
5.999260904629084,20.78250527475531,3.6147302195438673,katla
7.810621296521218,21.560434120801673,4.1023895698958075,tilapia
6.2283738793541525,22.372312959757593,3.387231456062176,rui
8.149036330639335,30.90868205990938,4.219188431763387,tilapia
8.790442393731615,17.50399886255684,3.6663249515106937,rui
8.467163139712332,25.55661420710281,3.4657355440746516,katla
7.28317424283916,20.932625323848505,3.8332132364279703,pangas
8.222073593873397,17.57305153832114,3.5464076398123163,pangas
8.837817834644534,18.050158493737154,3.2102052822086,pangas
7.78890167083245,21.068916512961813,3.62117443799774,pangas
7.456791455042385,29.527932877288976,4.797487291537003,katla
8.295883736511817,34.49544806967156,4.94898993603713,shrimp
7.366238556904543,21.228705350377417,3.620356230850288,silverCup
8.07941082745467,20.950183207347294,3.852694289297455,katla
7.424821158998451,20.96594594164305,8.171009092460885,silverCup
6.9032637342749945,5.2467937327612475,5.172480599728718,tilapia
8.970950747172132,17.872957311939054,3.5220689844153434,magur
8.859554608652038,18.44635800096801,3.235212402910349,rui
5.929060359002169,21.643310199539417,3.3154642689908593,rui
7.795166279907957,26.506160584999993,5.529309370346172,tilapia
8.43672960506905,17.482140271148545,3.5876795630371223,pangas
8.140964830455992,30.267331711374876,7.685205103462987,silverCup
7.705913966937082,20.773916560873573,3.442392891408292,shrimp
8.715633883232499,17.724383309340734,3.510272274821472,pangas
7.407101789423634,20.268471645610624,3.5530953534951886,shrimp
7.591008909774714,8.41232731485398,5.135813614019243,tilapia
7.84668446714341,20.75574381823983,3.758786851138874,rui
7.15107102864579,21.32396628999063,3.122328477021648,rui
7.050565344691862,23.691545698547092,5.391468527003995,rui
6.551650341457497,22.06185414896771,3.3899708209477897,tilapia
7.795971646707027,17.32555134163979,3.449435625152776,pangas
6.3114389779844,21.915989182890442,3.3512617689904447,pangas
7.5528199100782905,25.478295238990075,7.634808561493182,koi
6.942575083705526,20.767288320576615,3.59967854708469,prawn
6.92360980801204,21.111322907444077,3.2753690640418514,sing
7.7636422714127535,17.196838840667038,3.608791844029798,sing
7.508746142888201,21.00917301582551,3.179166426668517,tilapia
6.92973528301479,21.25326572446022,3.562264371417875,katla
7.084125129237058,20.6941856640623,3.5297996506919875,katla
7.619523595272192,22.83208832817395,6.711184988491952,pangas
8.574378914740588,17.05502610239311,3.705116227608007,tilapia
6.918467833351983,21.381066903287774,3.853762725808322,koi
7.46084825274186,20.385903120275238,3.447378483488433,silverCup
8.405690826806655,26.604246351519315,2.6119064323389556,sing
5.9877869381167965,20.486403581777537,3.653815412375922,silverCup
7.354469913877154,20.49696665020831,3.797925909080525,sing
7.865627145377289,17.540839595512413,3.528800420957852,tilapia
6.329865899591512,24.12138932113386,3.884659542825098,tilapia
7.104335242002257,20.794635268940002,3.399492579169261,tilapia
6.785175238999638,21.725327609707787,3.5063413963090566,pangas
6.507598408728703,21.345228508293097,3.728443388764911,karpio
7.304951660624452,25.25855904293061,2.165824604101748,rui
8.709921941575661,18.5446381197018,3.430157551955632,tilapia
8.513431569053587,32.914787903664944,5.987008080739136,rui
7.755304619963709,20.958700568285455,3.278002144951678,tilapia
8.516638515441251,17.177269449504973,3.7448575114898452,pangas
6.942289071171934,22.298592711760907,3.79753015880887,karpio
7.397497069628513,17.919828801983837,14.45502954040776,pangas
6.876044475122206,20.842671179525677,3.446068202974328,sing
7.699015813380952,21.284560737583146,3.3402910344510888,rui
7.318853867528848,21.480854143868765,3.5605436427479096,katla
7.87608426574364,21.195719054187204,3.417424651106779,katla
7.934593750287747,20.737007015715797,3.540901005415195,katla
7.290266671975758,27.4909538249814,1.0767465386673654,prawn
7.008906787465423,5.150958718190705,5.030423490914745,pangas
8.778281276029785,17.45705674666324,3.3698335430307447,karpio
7.603177011982542,21.446665510951398,9.15183582542594,tilapia
8.778087639976972,17.53593785997934,3.404205958516718,tilapia
6.951151507896466,21.041537300550214,3.811671908274247,katla
8.577444766024373,16.885240164050728,3.7966750273147833,tilapia
7.484003405120885,20.482389090530226,3.3600670811264526,silverCup
6.61695646594555,21.71886378216322,3.50714166837853,magur
8.229038470642204,17.29817109404215,3.6966345550468125,rui
7.656011215478937,22.077691178327797,3.466027409266269,pangas
6.4727260137956195,27.734086233444387,7.081537185429147,koi
7.689175043390602,21.685611914096352,3.552264871146308,tilapia
6.231512118459822,21.11360269515081,3.4608538778665623,katla
7.064406563444739,23.554752681220947,5.677779756775061,rui
6.501649174497477,20.755393968374044,3.4043540422869922,silverCup
7.728396977678611,20.800285262995107,3.5900330498782345,silverCup
7.075127069077646,27.759352117226832,4.143270092306183,pangas
6.951886692949236,27.729113703054654,5.3873513404416355,shrimp
8.622970130458851,16.95827007961227,3.2478577395608936,sing
7.171722805311526,17.66264366629426,5.018063831710586,sing
6.993082122272241,27.951437478233196,5.472091541570726,katla
7.754563946805527,27.216156313936967,4.202315112791903,shrimp
5.9597539448970975,26.062361116987894,4.133175821874032,shrimp
7.38598498634974,6.6374888628625675,9.34396493148394,tilapia
8.111985902875599,21.518370707232556,3.5496831935508575,sing
8.639938872285665,17.571386276684997,3.3139985962456806,tilapia
6.549292490960268,22.00192704962088,4.063825848463001,pangas
8.67658191909746,18.949491849500543,3.627313531201628,silverCup
6.717338294848462,31.798724291288345,7.143972073286285,rui
7.531044619486458,20.469175572036196,3.376484489266329,shrimp
7.74942283659005,28.12782051500843,5.829717749671442,rui
8.232063639886801,21.582100391015363,3.997192664791994,shrimp
7.275117458092529,21.07667738640479,3.3359091550988,rui
7.38929163118873,21.334644039465054,3.425897888642019,katla
7.889597454959326,21.678401498703046,3.3944929899664134,tilapia
7.213854002812141,28.945478956559853,3.8771587004838484,tilapia
6.664268788969567,25.23362659258702,4.544296964175606,katla
8.754109949361707,29.88371472536148,6.472140500585702,sing
7.893297807019753,18.865816784796227,3.61731467249965,shrimp
7.267322287637799,20.996462807947648,3.3975455206809637,rui
8.763485793641914,17.60877314014056,3.2549324231575816,tilapia
6.090426668856128,20.965126974010175,3.7833592458119814,tilapia
6.901356363273684,21.867954982226145,3.4812555971246595,pangas
7.403554566421418,21.215648434345283,3.829913260249709,shrimp
6.616607043991102,21.322435491904525,3.428770956039768,rui
6.879980524681962,20.85663411009326,3.603653810451047,tilapia
7.598548498011671,21.12550104216576,3.676612617785617,pangas
6.502519274984927,30.190251900883684,3.8375135885506637,tilapia
8.698626820086524,18.037623602399076,3.3892542752054706,rui
8.148739683779255,26.61291977042587,8.854221380847338,pangas
7.174747349559575,20.57972146467319,3.5494814159723838,rui
8.710054761312861,17.704222942724375,3.164838879636138,sing
6.1004421916181215,20.998883897849307,3.4258567033992264,tilapia
6.482081536511172,21.44976971649946,3.388625972328971,katla
7.541836787100155,21.22790634644835,3.350779394778723,pangas
7.599722379040862,18.27933683417275,3.6855707124423986,tilapia
7.052019268555039,28.036831458320414,6.20969483043733,silverCup
7.79506633199484,29.413888945257725,7.014629401269231,tilapia
6.065046423937655,20.84588445712106,3.190721933953725,pangas
5.967873130263917,21.530999493645826,3.066845419119842,katla
7.648497453994014,21.16782088096883,3.653155085817048,prawn
6.463935030237969,29.1489511431822,3.919304148142948,tilapia
7.2593539593433185,21.072853477280976,3.4010353677451914,silverCup
6.93127337168339,21.133420430759404,3.7734223127203457,silverCup
7.9012296439951415,24.988730006140536,3.993727344926505,sing
6.957110862761557,20.526711338126393,3.704670942124987,tilapia
7.676667636604937,29.111475656605723,5.026643734214777,tilapia
8.667483281560196,18.88455694676414,3.410009300079691,rui
6.362733771458051,28.155128193224225,7.388647351122581,shrimp
8.381883242367511,18.252618935703644,3.8543652793576184,tilapia
7.662935251320821,21.051993243357188,3.358584314737631,karpio
8.534432076907187,18.47850748581756,3.3322227368197077,tilapia
7.9170857571026945,21.771110800699645,3.5103052005865973,pangas
7.517506597010084,21.247851633390795,3.9138898972560225,silverCup
7.84335059373381,21.68173521583509,3.777082390590219,rui
7.889359456396467,18.239820800036185,3.9158726409372355,pangas
7.155478992787414,22.981318706999257,5.338962534189646,rui
6.941335676603188,25.492503111127817,4.439196288866049,prawn
7.956987957666953,21.394276917694775,3.77981797314519,shrimp
7.77894691445918,18.224132334958668,3.1549594363063145,tilapia
7.904361538978343,23.04942205633581,14.77169893535238,tilapia
8.694678647565432,17.79210035513047,3.3487634669829314,silverCup
8.480447461936365,18.261776099768994,4.013350755676303,karpio
6.816768525312,20.720693552543317,3.481330775751424,silverCup
7.455582481540636,23.77151310385861,3.2047732466386485,shrimp
8.187719510018226,18.28540792562255,3.8465289132755314,rui
6.954650243015523,20.407515093802246,3.2311687081237004,katla
7.36205492122024,23.293288985749047,7.509292551511903,tilapia
8.371338649487303,17.69965558456641,3.489546921688602,rui
7.156703892255848,21.75934277452629,3.435209383083525,shrimp
8.368908650877469,25.35729308881869,3.6042240359994637,rui
6.507968351217533,21.715981285767622,3.5073274686702565,tilapia
7.253046625399416,21.916360534849716,3.7295666047512257,shrimp
7.797583184405873,20.949250581121202,3.487051328360774,pangas
6.849408052818873,19.733653585616985,3.3447118484639518,tilapia
7.376430549152381,24.114734069208694,2.4749212910537923,katla
6.076271105930257,20.891067048295774,3.333167454110824,tilapia
7.070994227963664,21.711078520757813,3.5309819739477515,tilapia
7.653808858181705,24.323030275229968,3.765595385037365,katla
8.699548053522353,18.027497309103175,3.4082738687783656,tilapia
8.640365224307825,16.81875669960358,3.963058263963707,tilapia
6.921888023291683,30.40263986187924,7.455761149570911,tilapia
8.365985816331195,29.958809759474125,2.956329288714179,shrimp
8.397295579781856,18.072049128899195,3.823165185343221,tilapia
6.898214525898342,21.77741876399852,5.761883269971245,koi
7.724648072907635,21.014812481857696,3.473345710687923,pangas
7.353598185829596,30.196784875414515,6.272519831230545,tilapia
7.465736783867426,21.219510013509957,3.4672397999411007,karpio
8.82675071786641,18.52547778058427,3.5172419439418405,pangas
5.968802533403591,20.382656945595237,6.215563596541477,katla
8.285605493343922,17.508553404808627,3.6281874200662667,katla
6.8758275548573184,31.178443247998263,7.5212138818268635,tilapia
7.766191993679623,17.77142297011687,3.5874235255279587,silverCup
5.896547793241023,20.723360307527713,3.3443376785432952,shrimp
6.5104555144297125,21.035787084805676,3.6589013087478066,rui
8.784696563677565,16.583254831733928,3.6545404812856503,tilapia
7.083109190092493,21.693851428470882,3.4364220867658046,tilapia
7.20988357412942,17.681562315624088,5.597155439765054,tilapia
5.949097970443912,21.23383638522594,3.4433152521820745,rui
8.369423201843311,26.67957650628919,8.039718328628565,katla
7.171639564315922,28.576077423172897,5.954910770573861,prawn
7.662722909494439,21.280382723115164,14.819803312940577,silverCup
7.616066723704579,17.93686208731858,3.631719177216622,shrimp
7.53526929350062,21.517308481181008,3.707277621478923,koi
6.593518523064526,21.518025416082484,3.4768371499707595,tilapia
7.106090817638411,21.373798958541695,3.011796083575898,pangas
6.675545113084563,20.32962989461696,3.6396989452988295,silverCup
8.011555633276416,18.319540558192227,3.43481600958167,pangas
7.7687049671411,21.18689549449483,15.078027216208485,karpio
7.089185742364644,20.96522518868673,3.5505511304620576,sing
7.2021857354050205,20.996934601394475,3.6122691212130453,tilapia
8.338323334194946,17.62868416531026,3.604891898796013,rui
7.241689364872628,6.3882254753013585,9.526441534804617,tilapia
8.79329332094773,17.50127581918372,3.52500707429225,rui
8.945698233008967,18.591039337964965,3.2762794967180393,sing
8.175562405776951,18.465070222781037,3.419875580550638,rui
7.877271182230558,29.57474069438221,5.264321219743291,tilapia
8.707359730329644,18.232795021473613,3.229481968546607,tilapia
8.560832287763008,18.491795913727127,3.630809621551376,rui
8.238340881986481,21.061784027033056,3.629786818544369,rui
8.091058221908682,26.902066366120792,3.9797855044421317,rui
6.312065621446138,21.43644992983543,3.5636922279223344,pangas
6.899358871716007,20.921118573041266,3.7004768101868426,pangas
6.798839065916123,20.37172157039492,3.275023508585066,pangas
7.0289702083006755,21.07790056044302,3.5300814235833076,prawn
7.349616743760382,23.7214450118551,3.341399317763762,rui
7.875309724217032,21.798631510110663,3.627569268453619,sing
7.91946258975261,22.871606739522864,3.5656410076726117,karpio
7.0295559895938915,21.018347441379653,3.202846262042288,pangas
7.053005473162475,20.524701201112855,2.9923033554779144,tilapia
8.695422702310296,17.7221269768645,3.7223544473522803,tilapia
6.044147246264039,21.824767607797778,3.7187060244081853,rui
7.859089017772188,21.196815714578616,3.749129153938694,silverCup
7.603968808939054,21.074408495953023,3.4961936740563035,tilapia
7.561340268119773,21.662000035832428,3.720151842151668,tilapia
6.982763792893907,5.128366619031972,5.199804499375344,shrimp
7.757201806615857,21.68524754671239,3.7197029390023872,silverCup
6.050307904697174,20.721137057129127,3.5327648011357535,karpio
7.980917416504157,21.438006687599913,3.388963075287522,pangas
8.230499824764706,21.462239748090774,3.8828194833527565,tilapia
7.032075679916467,20.77336987773154,3.251596519351102,katla
6.861032052227392,21.036640926615043,3.3067674855990377,rui
5.974363669264643,20.516898584392873,3.6228526083982415,silverCup
8.126204703767188,18.256223590883625,3.744194527703179,sing
6.008271553123658,20.780219558231614,3.75046062814183,rui
7.150733305481546,21.940525070591477,3.0313770460625276,shrimp
8.444164014808251,17.751543770080588,3.4438549160627074,rui
7.971656614013956,26.965008438516367,3.685498854306462,pangas
7.5741244449470795,21.63773009757522,3.4961708330742156,sing
7.530682557139724,20.23183504930886,15.18856654823479,koi
5.88707062286275,21.585064043824207,3.3108088327742555,tilapia
7.386261057531789,25.302526431883365,8.585079403581284,silverCup
8.573868190053451,17.485668268313148,3.351691254448545,sing
8.610166982771604,17.53422090722746,3.4913684974333608,koi
8.572492358840156,17.83017024173794,3.267038987067023,rui
8.828720205324137,17.927943694513086,3.4780508854257235,silverCup
7.908969809653828,26.890057177744918,5.687155114610253,silverCup
8.703171087629048,17.85472384903415,3.309320207763495,sing
7.367887122579156,20.698004807644217,3.6778604817448417,tilapia
6.580408346947887,20.357764166002283,3.5199154583656034,pangas
8.847635873863,18.571622743111476,3.426171258589651,tilapia
8.588264399874138,18.268177154313836,3.0656826058890236,tilapia
7.419732699532181,21.438790188132717,3.804852960707932,silverCup
6.848521268154541,21.164152950770333,3.540890451459169,tilapia
7.5990413726300705,13.483467107968718,9.295356985150192,karpio
6.922058467612224,21.78888824804868,3.187244784200163,tilapia
7.499431587641637,21.44625114487113,3.3938456924612876,tilapia
6.0053697613988,18.861744830089044,3.128576030618737,tilapia
8.182496064449408,17.17586870594466,3.6877448839697187,katla
7.246313600447057,25.484586415741983,3.703917684855205,shrimp
8.769159544386465,18.050920949971115,3.5059218677045023,tilapia
7.514668215871971,20.76378135754762,3.4651092405169077,katla
8.096030456609245,31.151080331674912,4.824884190080665,rui
8.132323105511707,21.566716822037602,3.624155472285393,silverCup
7.757137076037102,20.880892919657736,3.0880446878764225,tilapia
7.388903462096493,21.036739687498418,3.4785657564797496,shrimp
8.58595623726512,17.99906202496599,3.4546376086502923,pangas
6.480945577940707,29.606876818359797,3.793252488400455,rui
6.810541601075213,21.416981241172348,3.3602883754111192,silverCup
6.66980490571493,26.022268930449982,4.305504526641214,rui
8.784398304615982,17.320040345906662,3.6257177164765904,pangas
6.89372912968271,20.92568636896319,3.2389568164203064,rui
5.8841347496462495,20.79294239396239,3.7268293695978456,shrimp
6.458617660899727,21.18008430842843,3.7525932098554606,shrimp
7.886682599525266,25.321913524721356,15.415163942530764,shrimp
8.490796640810265,32.294542814761066,7.1456672760873925,tilapia
6.065875433489508,21.18424328322549,3.4185797633569153,sing
6.59125056593365,20.38974176052646,3.177138548385757,rui
7.417778400036208,20.648036659787497,3.405486219374349,karpio
6.926272128615437,21.227699338087575,3.911478558197522,pangas
7.502520008138563,26.069995519182733,9.948316172577432,rui
7.816753493344357,27.20863285359649,6.676491899130088,karpio
8.073759994737804,30.132717496910136,7.9157878789010345,tilapia
7.8051317678310985,18.429785432563072,3.688648654714116,katla
7.681562570097798,25.16069306232112,3.8170888969407066,katla
6.612443482058258,27.12673506572039,3.2834412036934775,rui
7.528836973642028,25.321320202642134,9.053763398447755,rui
7.26534240391209,26.758032275291527,7.899322738454613,pangas
7.144505122602617,20.505716027940263,3.3097788924294305,tilapia
7.927245971337181,27.536665107024053,5.824791223976812,karpio
7.820905626956597,20.896174731549916,3.723081528810114,silverCup
7.043087523824833,30.548371444233805,6.377786611960984,katla
7.332566420320426,32.02957905161385,5.997947330912216,sing
8.37296684054168,19.076825656890335,3.398187294461353,pangas
8.524804313198404,27.883244237182144,5.7683798558718955,tilapia
8.319903745876575,17.794658759241,3.766076490548071,sing
7.421560828312781,6.544672188692656,9.003820009142167,katla
7.12178388038703,20.37605386008302,3.316289317116191,koi
8.829836859124766,17.925263202115282,3.8214705192791194,silverCup
7.034225119967403,20.604416322198425,3.492733288149624,pangas
7.902561176097423,21.816459171152857,3.653285220585346,silverCup
7.224889102012108,20.83997671232926,3.4128226359056146,silverCup
7.824461196794923,16.76723556503154,3.3583248114925466,tilapia
6.942644782841892,11.839310094229877,7.162164241084167,pangas
8.640967845281574,17.597193762086427,3.379417736123619,rui
8.197254352878309,18.43615386505005,3.7614191496757003,katla
5.987217097954391,20.83365301585804,3.6852698073718986,rui
7.056753500880224,30.437910396746904,4.172074133180526,shrimp
8.114850196577962,17.454276643941707,3.6028572452832375,rui
7.283683159322008,25.767900058216597,9.981119712333442,tilapia
7.297426613142659,25.7431231303206,7.505936396540812,rui
6.9145669997158965,21.382931270412577,3.520745137688913,koi
7.49893966493667,29.514264620145976,5.825681650985521,silverCup
7.9781083465897575,18.622116587047028,3.6765748153374456,katla
7.819465050657873,29.05083433166605,5.849988823378358,katla
7.786763176467704,22.15934773409895,15.236212744276514,tilapia
7.005557016145376,29.034491702737785,5.8674590493656105,silverCup
8.177257754270707,21.848248584311904,3.378232872657872,silverCup
7.581134951591736,21.571499290801437,3.4129290469259925,rui
7.422572461697568,31.16632320626727,5.942346082192673,rui
6.545046444182988,27.697756759678107,4.191781632725344,shrimp
7.311173873963749,21.30861734733202,7.604234439095154,tilapia
7.45460790865987,31.08278882803583,3.11869209943043,rui
7.075040835730849,20.528127358802866,4.023202480265163,rui
6.781579653092554,4.295286962790869,5.088195384241144,pangas
7.225952371132654,9.79760744742791,5.858242389199628,tilapia
8.656863604451276,18.338448658221292,3.12584034648504,karpio
7.192681367553736,25.9916191157848,7.264081282931803,rui
7.9901803130626226,21.103223935104367,3.7229832400916614,tilapia
7.136677117158216,21.03269129793845,3.5331369003231266,sing
8.151857548546271,17.91006887607796,3.744180448869913,rui
7.700291277662059,18.500679371428877,3.4876912584523136,pangas
7.1600768331969284,21.40209323262296,3.633984639613491,tilapia
8.294832068613452,17.054968725357114,3.616916757302138,shrimp
8.715264453598584,17.43456613214465,3.532560044100626,magur
8.348501890139422,17.506870067379285,3.33061133824116,shrimp
6.6321240211620704,20.79139823887831,3.667671007393935,karpio
6.192849675138165,21.6977074966608,3.401322141800363,rui
6.4906980342993235,20.188405340629135,3.8381408194496656,tilapia
7.3790493242552,21.16109996728407,3.5841628925965514,rui
8.815762757028406,18.273252544127175,3.68110167973162,sing
7.02903992735195,28.34625425069446,9.414275896819088,tilapia
7.02579308871714,20.493063542924983,3.327435472991289,rui
7.701437368309121,32.094346056085804,5.921527425610719,pangas
8.811345897215123,18.77689344112399,3.2433482044509163,silverCup
7.853875998274033,23.349343427945893,14.90091133070224,karpio
8.542131435761588,31.54510347288665,7.034838519151712,silverCup
7.422928705461983,21.085745334007928,3.784108986047424,katla
7.216593205617701,20.995747555782287,3.557804328777167,katla
8.313251967175578,17.995129092397427,3.8432636178870405,karpio
8.363168792755552,23.715820078488388,3.2686800335530934,silverCup
7.345426296627785,30.89740476082405,3.131299625956299,katla
8.233161054557279,21.975875299861862,3.4879789454778827,rui
6.84570082235425,21.477919406306402,3.252384298167855,tilapia
8.623940280625849,17.46271800718915,3.6069958025933007,tilapia
8.40493704471168,18.135066361743885,4.0181096109646015,tilapia
5.880581888956788,27.593842413894993,3.6011505364554255,karpio
8.522401582606868,28.24021684316816,5.390993557138707,silverCup
7.9655699071278585,21.285581116236184,3.4876232022427134,katla
7.653176828909499,20.95348482160166,3.2622432651936504,shrimp
7.002726731481373,20.555701749452698,3.209134975536787,tilapia
9.009526737410564,17.767004639643886,3.400812670328009,rui
6.590129176984942,20.961569339540944,3.8460725446833917,tilapia
8.812291292048185,17.42865229405013,3.3541584925333217,tilapia
